actual_gloss,normalized_gloss
always_forever_2,ALWAYS_FOREVER
amazed,AMAZE
ambulance,AMBULANCE
among,AMONG
analyze,ANALYZE
and,AND
angel,ANGEL
angle,ANGLE
animal,ANIMAL
announce,ANNOUNCE
answer,ANSWER
answer_agent,ANSWER_AGENT
any,ANY
any_one,ANY_ONE
any_thing,ANY_THING
any_where,ANY_WHERE
anyway_not_matter,ANYWAY_NOT_MATTER
applause,APPLAUSE
apple,APPLE
apply,APPLY
appoint,APPOINT
appointment,APPOINTMENT
approve,APPROVE
approve_veto,APPROVE_VETO
argue,ARGUE
arm,ARM
arm_short_sleeve,ARM_SHORT_SLEEVE
around,AROUND
arrive,ARRIVE
art_design,ART_DESIGN
art_design_agent,ART_DESIGN_AGENT
article,ARTICLE
ask,ASK
assault,ASSAULT
assist,ASSIST
association,ASSOCIATION
astonished,ASTONISH
astray,ASTRAY
attempt,ATTEMPT
attention_wave,ATTENTION_WAVE
attitude,ATTITUDE
auction,AUCTION
audience,AUDIENCE
audiology,AUDIOLOGY
audiology_agent,AUDIOLOGY_AGENT
aunt,AUNT
authority,AUTHORITY
autumn,AUTUMN
available,AVAILABLE
average,AVERAGE
avoid_fall_behind,AVOID_FALL_BEHIND
awkward,AWKWARD
b,B
baby,BABY
bachelor,BACHELOR
back,BACK
background,BACKGROUND
backpack,BACKPACK
backstab,BACKSTAB
bacon,BACON
bad,BAD
bad_dream,BAD_DREAM
badge,BADGE
bag,BAG
bake_oven,BAKE_OVEN
baking_sprinkles,BAKING_SPRINKLE
balance,BALANCE
bald,BALD
bald_all_gone,BALD_ALL_GONE
ball,BALL
balloon,BALLOON
banana,BANANA
bandaid,BANDAID
baptist,BAPTIST
bar,BAR
bark,BARK
baseball,BASEBALL
basement,BASEMENT
basket,BASKET
basketball,BASKETBALL
bat,BAT
bath,BATH
bath_bathrobe,BATH_BATHROBE
bath_coat,BATH_COAT
bath_dress_clothes,BATH_DRESS_CLOTH
bath_fs_tub,BATH_T+U+B
bathing_suit,BATHING_SUIT
bathrobe,BATHROBE
bawl_out,BAWL_OUT
beach,BEACH
beans,BEAN
bear,BEAR
beard,BEARD
beat,BEAT
beat_2,BEAT
beat_3,BEAT
beautiful,BEAUTIFUL
beautiful_dress_clothes,BEAUTIFUL_DRESS_CLOTH
beaver,BEAVER
because,BECAUSE
become,BECOME
become_fat,BECOME_FAT
become_quiet,BECOME_QUIET
bed,BED
bed_box_room,BED_BOX_ROOM
bed_cushion,BED_CUSHION
bee,BEE
beer,BEER
before_2,BEFORE
before_2_school,BEFORE_SCHOOL
beg,BEG
beg_agent,BEG_AGENT
behavior,BEHAVIOR
behind,BEHIND
bell,BELL
belong,BELONG
below,BELOW
below_2,BELOW
belt,BELT
benefit,BENEFIT
berry,BERRY
best,BEST
best_friend,BEST_FRIEND
bet,BET
better,GOOD
between_share,BETWEEN_SHARE
between_share_agent,BETWEEN_SHARE_AGENT
bicycle,BICYCLE
big,BIG
big_headed,BIG_HEAD
bike_pump,BIKE_PUMP
bill_owe_1p,BILL_OWE
billiards,BILLIARD
billion,BILLION
bind_tie_up,BIND_TIE_UP
biology,BIOLOGY
bird,BIRD
bird__peck,BIRD_PECK
birth,BIRTH
birthday,BIRTHDAY
bison_buffalo,BISON_BUFFALO
bite,BITE
bite_nails,BITE_NAIL
bitter,BITTER
black,BLACK
black_berry,BLACK_BERRY
black_out,BLACK_OUT
blame,BLAME
blank_out,BLANK_OUT
blanket,BLANKET
bless,BLESS
blind,BLIND
blindfold,BLINDFOLD
blinds,BLIND
blink_wink,BLINK_WINK
block,BLOCK
blond,BLOND
blood,BLOOD
blossom,BLOSSOM
blouse,BLOUSE
blow_nose,BLOW_NOSE
blow_up,BLOW_UP
blue,BLUE
blue_berry,BLUE_BERRY
blush,BLUSH
blush_brush,BLUSH_BRUSH
board,BOARD
boat,BOAT
body,BODY
boil,BOIL
bomb,BOMB
bone,BONE
book,BOOK
book_page,BOOK_PAGE
boot,BOOT
bore,BORE
born,BORN
borrow,BORROW
boss,BOSS
boss_lowercase_tiny,BOSS_LOWERCASE_TINY
both,BOTH
bother,BOTHER
bottle,BOTTLE
bowel_movement,BOWEL_MOVEMENT
bowl,BOWL
bowling,BOWLING
bowling_strike,BOWLING_STRIKE
bowtie,BOWTIE
box_2,BOX
box_room,BOX_ROOM
boxing,BOX
boy,BOY
boy_2_correct,BOY_CORRECT
boy_2_correct_law,BOY_CORRECT_LAW
boy_3_marry,BOY_MARRY
boy_baby,BOY_BABY
boy_dcl_round_flat_,BOY_ROUND_FLAT
boy_friend,BOY_FRIEND
bpcl_b_tapping_foot_,TAPPING_FOOT
bra,BRA
bra_underpants,BRA_UNDERPANT
bracelet,BRACELET
brag,BRAG
brake,BRAKE
brave_recover,BRAVE_RECOVER
brawl,BRAWL
bread,BREAD
bread_dcl_rounded_rectangle_,BREAD_ROUNDED_RECTANGLE
break,BREAK
break_down,BREAK_DOWN
break_down_building,BREAK_DOWN_BUILDING
breasts,BREAST
breathe,BREATHE
bridge,BRIDGE
bring_1p,BRING
broke,BROKE
broom,BROOM
brother,BROTHER
brown,BROWN
brush_teeth,BRUSH_TEETH
bucket,BUCKET
bug,BUG
build,BUILD
building,BUILDING
bull,BULL
bury,BURY
business,BUSINESS
busy,BUSY
but,BUT
butter,BUTTER
butterfly,BUTTERFLY
button,BUTTON
buy,BUY
buy__agent,BUY_AGENT
c,C
cabbage,CABBAGE
cabinet,CABINET
caesarean_section,CAESAREAN_SECTION
cafeteria,CAFETERIA
cake,CAKE
calculator,CALCULATOR
calculus,CALCULUS
calendar,CALENDAR
call_by_phone,CALL_BY_PHONE
call_on_relay_vrs,CALL_ON_RELAY_VRS
calm_down,CALM_DOWN
camera,CAMERA
camera_flash,CAMERA_FLASH
camp,CAMP
can,CAN
cancel_criticize,CANCEL_CRITICIZE
candle,CANDLE
candy,CANDY
cane,CANE
cannot,CANNOT
capital_letter,CAPITAL_LETTER
captions,CAPTION
car,CAR
car_dcl_1_speedometer_,CAR_SPEEDOMETER
car_dcl_long_flat_surface_,CAR_LONG_FLAT_SURFACE
car_engine,CAR_ENGINE
car_horn,CAR_HORN
car_trunk,CAR_TRUNK
cardigan,CARDIGAN
care,CARE
care__agent,CARE_AGENT
careless,CARELESS
carpenter,CARPENTER
carrot,CARROT
carrot_2,CARROT
carry,CARRY
carry_suitcase,CARRY_SUITCASE
cashier,CASHIER
cashier_agent,CASHIER_AGENT
cat,CAT
cat_fs_up,CAT_U+P
catch,CATCH
catch_ball,CATCH_BALL
caterpillar,CATERPILLAR
catholic,CATHOLIC
cause,CAUSE
ceiling,CEILING
celebrate,CELEBRATE
celebrate__2h_ix_honorific_upward,CELEBRATE_HONORIFIC_UPWARD
cent_eight,CENT_EIGHT
cent_five,CENT_FIVE
cent_one,CENT_ONE
cent_ten,CENT_TEN
cent_twenty_five,CENT_TWENTY_FIVE
center,CENTER
center_ns_america,CENTER_AMERICA
cereal,CEREAL
certify,CERTIFY
chain_olympics,CHAIN_OLYMPICS
chalk,CHALK
challenge,CHALLENGE
champ,CHAMP
chance,OPPORTUNITY
change,CHANGE
channel,CHANNEL
chapter,CHAPTER
character,CHARACTER
characteristic,CHARACTERISTIC
chase,CHASE
chat,CHAT
cheap,CHEAP
cheat,CHEAT
check,CHECK
check_list,CHECK_LIST
checkers,CHECKER
checking_account,CHECKING_ACCOUNT
cheese,CHEESE
chemistry,CHEMISTRY
cherish,CHERISH
cherry,CHERRY
chest,CHEST
chew,CHEW
child,CHILD
chin,CHIN
chocolate,CHOCOLATE
choke,CHOKE
choose,CHOOSE
christ,CHRIST
christmas,CHRISTMAS
church,CHURCH
cigar,CIGAR
cigarette,CIGARETTE
circle,CIRCLE
circumcise,CIRCUMCISE
city_community,CITY_COMMUNITY
class,CLASS
class_box_room,CLASS_BOX_ROOM
clear,CLEAR
clever,CLEVER
climb,CLIMB
climbing_rocks,CLIMBING_ROCK
clip_nails,CLIP_NAIL
close,CLOSE
close_door,CLOSE_DOOR
close_window,CLOSE_WINDOW
clown,CLOWN
coach,COACH
coat,COAT
cocaine,COCAINE
coconut,COCONUT
coffee,COFFEE
coins_change,COINS_CHANGE
cold,COLD
cold_door,COLD_DOOR
collapse,FALL
collar,COLLAR
collect,COLLECT
college,COLLEGE
color,COLOR
comb,COMB
come,COME
come_on,COME_ON
comfortable,COMFORT
committee,COMMITTEE
common_sense,COMMON_SENSE
communicate,COMMUNICATE
communicate_miscommunicate,COMMUNICATE_MISCOMMUNICATION
communist,COMMUNIST
commute,COMMUTE
compare,COMPARE
competition,COMPETITION
complain_object,COMPLAIN_OBJECT
complicated,COMPLICATE
computer,COMPUTER
concept,CONCEPT
concern,CONCERN
conclusion,CONCLUSION
conduct_music,CONDUCT_MUSIC
conductor,CONDUCTOR
confident,CONFIDENT
confidential,CONFIDENTIAL
conflict_intersection,CONFLICT_INTERSECTION
confront,CONFRONT
confuse,CONFUSE
congratulations,CONGRATULATION
constitution,CONSTITUTION
contact,CONTACT
contact_lenses,CONTACT_LENS
continue,CONTINUE
convince,CONVINCE
cook_kitchen,COOK_KITCHEN
cook_kitchen_agent,COOK_KITCHEN_AGENT
cook_kitchen_box_room,COOK_KITCHEN_BOX_ROOM
cookie,COOKIE
cooking,COOK
cool,COOL
cooperate_unite,COOPERATE_UNITE
cop,COP
cop__research,COP_RESEARCH
copy,COPY
copy_down,COPY_DOWN
corn,CORN
corn_3,CORN
corn_4,CORN
corner,CORNER
correct,CORRECT
correspond,CORRESPOND
couch,COUCH
cough,COUGH
cough_2,COUGH
count,COUNT
country,COUNTRY
course,COURSE
court,COURT
court_agent,COURT_AGENT
court_box_room,COURT_BOX_ROOM
court_house,COURT_HOUSE
cousin,COUSIN
cover,COVER
cow,COW
crack,CRACK
cracker_passover,CRACKER_PASSOVER
crawl,CRAWL
crazy,CRAZY
cream,CREAM
create_pretend,CREATE_PRETEND
credit_card,CREDIT_CARD
cripple,CRIPPLE
cross,CROSS
cross_my_heart,CROSS_MY_HEART
crowded,CROWD
crown,CROWN
crown_dcl_4_coronet_,CROWN_CORONET
cruel,CRUEL
crush,CRUSH
cry,CRY
cubed,CUBE
culture,CULTURE
cup,CUP
curious,CURIOUS
curly,CURLY
curriculum,CURRICULUM
curse,CURSE
curtain,CURTAIN
curve,CURVE
cushion,CUSHION
customer,CUSTOMER
cut,CUT
cut_fabric,CUT_FABRIC
cut_with_scissors,CUT_WITH_SCISSOR
cute,CUTE
cute__dcl_cane_,CUTE_CANE
cycle,CYCLE
d,D
dance,DANCE
danger,DANGER
dare,DARE
dark,DARK
darts,DART
dash_lines,DASH_LINE
date_dessert,DATE_DESSERT
daughter,DAUGHTER
day,DAY
dcl_1_speedometer_,SPEEDOMETER
dcl_can__icl_open_can_,CAN_OPEN_CAN
dcl_crvd_5_tall_wide_cylindrical_object_,TALL_WIDE_CYLINDRICAL_OBJECT
dcl_crvd_5_tall_wide_cylindrical_object__handle,TALL_WIDE_CYLINDRICAL_OBJECT_HANDLE
dcl_crvd_v_couch_shaped_object_,COUCH_SHAPED_OBJECT
dcl_flat_stack_,STACK
dcl_long_stringed_hanging_object_,STRINGED_HANGING_OBJECT
dcl_pile_,PILE
dcl_rough_surface_,ROUGH_SURFACE
dcl_steam_rising_,STEAM_RISING
dcl_t__volunteer_shirt,VOLUNTEER_SHIRT
dcl_thick_strip_,THICK_STRIP
dcl_thin_cylindrical_object_,THIN_CYLINDRICAL_OBJECT
deaf,DEAF
deaf_applause,DEAF_APPLAUSE
deal_cards,DEAL_CARD
decide,DECIDE
deconstruct,DECONSTRUCT
decorate,DECORATE
decrease,DECREASE
deep,DEEP
deer,DEER
defend,DEFEND
deflate,DEFLATE
deflate_2,DEFLATE
delete,DELETE
delicious,DELICIOUS
democrat,DEMOCRAT
dentist,DENTIST
deny,DENY
department,DEPARTMENT
depend,DEPEND
deposit,DEPOSIT
depress,DEPRESS
destroy,DESTROY
detective,DETECTIVE
deteriorate,DETERIORATE
develop,DEVELOP
devil_mischievous,DEVIL_MISCHIEVOUS
devour,DEVOUR
dial_rotary,DIAL_ROTARY
dialog,DIALOG
diamond,DIAMOND
dictionary,DICTIONARY
die,DEATH
dim,DIM
dimple,DIMPLE
dinner,DINNER
dinner__box_room,DINNER_BOX_ROOM
dinosaur,DINOSAUR
diploma,DIPLOMA
direct,DIRECT
direct_agent,DIRECT_AGENT
dirty,DIRTY
disagree,DISAGREE
disappear,DISAPPEAR
disappoint,DISAPPOINT
discipline,DISCIPLINE
disconnect,DISCONNECT
discriminate,DISCRIMINATE
discuss,DISCUSS
disgust,DISGUST
dish,DISH
dismiss,DISMISS
distribute,DISTRIBUTE
dive,DIVE
dive_off_board,DIVE_OFF_BOARD
divide,DIVIDE
divorce,DIVORCE
dizzy,DIZZY
do,DO
do_do,DO_DO
do_do_happen,DO_DO_HAPPEN
doctor,DOCTOR
dollar,DOLLAR
don_t,DON'T
donkey,DONKEY
donut,DONUT
door,DOOR
door_square,DOOR_SQUARE
doorbell,DOORBELL
dorm,DORM
doubt,DOUBT
down,DOWN
down_to_earth,DOWN_TO_EARTH
downstairs,DOWNSTAIR
dragon,DRAGON
dream,DREAM
dress_clothes,DRESS_CLOTH
dresser,DRESSER
dribble,DRIBBLE
drill,DRILL
drink,DRINK
drip,DRIP
drive,DRIVE
drool,DROOL
drop,DROP
drown,DROWN
drugs,DRUG
drums,DRUM
drunk,DRUNK
dry,DRY
dry__nd_c_spin,DRY_ND_C_SPIN
dry_area,DRY_AREA
dry_cereal,DRY_CEREAL
duck,DUCK
during_while,DURING_WHILE
dusting,DUST
duty,DUTY
dye,DYE
e,E
e_mail,E_MAIL
e_mail_2,E_MAIL
each,EACH
each_one,EACH_ONE
eagle,EAGLE
ear_2_birthday_2,EAR_BIRTHDAY
ear_ear_hurt,EAR_EAR_HURT
ear_hurt,EAR_HURT
earmuff,EARMUFF
earring,EARRING
earth,EARTH
earth_rumble,EARTH_RUMBLE
earth_sphere,EARTH_SPHERE
east,EAST
easter,EASTER
easy,EASY
eat,EAT
eat__sell,EAT_SELL
eat_box_room,EAT_BOX_ROOM
eat_buy,EAT_BUY
eat_morning,EAT_MORNING
eat_night,EAT_NIGHT
eat_noon,EAT_NOON
eat_with_fork,EAT_WITH_FORK
economic,ECONOMIC
edge_cliff,EDGE_CLIFF
effort,EFFORT
egg,EGG
ego,EGO
eight,EIGHT
eight_hour,EIGHT_HOUR
eight_hours,EIGHT_HOUR
eight_months,EIGHT_MONTH
eight_weeks,EIGHT_WEEK
eighteen,EIGHTEEN
eighth,EIGHT
eighth_place,EIGHTH_PLACE
eighty_eight,EIGHTY_EIGHT
eighty_nine,EIGHTY_NINE
either,EITHER
elastic,ELASTIC
elbow,ELBOW
elbow_patch,ELBOW_PATCH
electric,ELECTRIC
electric_agent,ELECTRIC_AGENT
elementary,ELEMENTARY
elephant,ELEPHANT
elevator,ELEVATOR
eleven,ELEVEN
embarrass,EMBARRASS
emergency,EMERGENCY
emotion,EMOTION
emotionless,EMOTIONLESS
emphasize,EMPHASIZE
empty_early,EMPTY_EARLY
empty_naked,EMPTY_NAKED
encourage,ENCOURAGE
encyclopedia,ENCYCLOPEDIA
end,END
energy,ENERGY
engagement,ENGAGEMENT
engine,ENGINE
engineering_agent,ENGINEERING_AGENT
enough,ENOUGH
enter,ENTER
environment,ENVIRONMENT
episcopal,EPISCOPAL
equal,EQUAL
equipment,EQUIPMENT
erase,ERASE
erase_board,ERASE_BOARD
erect,ERECT
escape,ESCAPE
etcetera,ETCETERA
evaluate,EVALUATE
evening,EVENING
every__2h_thing,EVERY_THING
every_friday,EVERY_FRIDAY
every_monday,EVERY_MONDAY
every_month_rent,EVERY_MONTH_RENT
every_saturday,EVERY_SATURDAY
every_sunday,EVERY_SUNDAY
every_thursday,EVERY_THURSDAY
every_tuesday,EVERY_TUESDAY
every_two_years,EVERY_TWO_YEAR
every_wednesday,EVERY_WEDNESDAY
every_week,EVERY_WEEK
every_year,EVERY_YEAR
everyday,EVERYDAY
exact,EXACT
exaggerate,EXAGGERATE
exceed,EXCEED
excited,EXCITED
excuse,EXCUSE
expand,EXPAND
expensive,EXPENSIVE
experience,EXPERIENCE
experiment,EXPERIMENT
expert,EXPERT
explain,EXPLAIN
exploit,EXPLOIT
expose,EXPOSE
express,EXPRESS
eye_mask,EYE_MASK
eyebrow,EYEBROW
eyebrow_frown,EYEBROW_FROWN
eyelashes,EYELASH
eyes,EYE
f,F
face,FACE
face_nice_clean,FACE_NICE_CLEAN
face_same,FACE_SAME
face_strong,FACE_STRONG
facial_expression,FACIAL_EXPRESSION
faculty,FACULTY
fail,FAIL
fall,FALL
fall_in_love,FALL_IN_LOVE
fall_into_place,FALL_INTO_PLACE
falsehood,FALSEHOOD
family,FAMILY
famous,FAMOUS
fancy,FANCY
fancy_box_room,FANCY_BOX_ROOM
fantasy,FANTASY
far,FAR
farm,FARM
farm_agent,FARM_AGENT
fascinate,FASCINATE
fast,FAST
fast_3,FAST
fasting,FAST
fat,FAT
father,FATHER
father_law,FATHER_LAW
fault,FAULT
favorite_prefer,FAVORITE_PREFER
fax,FAX
feather,FEATHER
fed_up_full,FED_UP_FULL
federal,FEDERAL
feed,FEED
feedback,FEEDBACK
feel,FEEL
feel_deflate,FEEL_DEFLATE
feel_grief,FEEL_GRIEF
feel_none_nothing,FEEL_NONE_NOTHING
female_cousin,FEMALE_COUSIN
female_figure,FEMALE_FIGURE
fence,FENCE
ferris_wheel_fair,FERRIS_WHEEL_FAIR
few,FEW
few_close,FEW_CLOSE
fiance,FIANCE
fifteen,FIFTEEN
fifth,FIFTH
fifth_place,FIFTH_PLACE
fifty_five,FIFTY_FIVE
fight,FIGHT
figure_out,FIGURE_OUT
file,FILE
fill_out,FILL_OUT
filthy,FILTHY
finally,FINALLY
financial,FINANCIAL
find_find_out,FIND_FIND_OUT
fine,FINE
finger,FINGER
fingerprints,FINGERPRINT
fingers,FINGER
fingerspell,FINGERSPELL
finish,FINISH
fire_burn,FIRE_BURN
fire_burn_place,FIRE_BURN_PLACE
fired,FIRED
fireman,FIREMAN
first,FIRST
first_in_list,FIRST_IN_LIST
first_place,FIRST_PLACE
fish,FISH
fishing,FISHING
fist,FIST
five,FIVE
five_2_hour,FIVE_HOUR
five_dollars,FIVE_DOLLAR
five_hours,FIVE_HOUR
five_months,FIVE_MONTH
five_weeks,FIVE_WEEK
fix,FIX
flag,FLAG
flag_2,FLAG
flashlight,FLASHLIGHT
flashlight_2,FLASHLIGHT
flat_floor,FLAT_FLOOR
flat_level,FLAT_LEVEL
flat_tire,FLAT_TIRE
flexible,FLEXIBLE
flip_flop,FLIP_FLOP
flip_over,FLIP_OVER
flirt,FLIRT
float,FLOAT
flow,FLOW
flower,FLOWER
flunk,FLUNK
flute,FLUTE
fly_by_plane,FLY_BY_PLANE
fly_by_wings,FLY_BY_WING
fly_kite,FLY_KITE
focus_narrow,FOCUS_NARROW
fold,FOLD
follow,FOLLOW
foot,FOOT
football,FOOTBALL
footstep,FOOTSTEP
for,FOR
for_for,FOR_FOR
force,FORCE
forehead,FOREHEAD
foreign,FOREIGN
forever,FOREVER
forget,FORGET
fork,FORK
fork_in_road,FORK_IN_ROAD
fork_in_road_3,FORK_IN_ROAD
form,FORM
formerly,FORMERLY
forty,FORTY
forty_four,FORTY_FOUR
foundation,FOUNDATION
fountain,FOUNTAIN
four,FOUR
four_2_hour,FOUR_HOUR
four_dollars,FOUR_DOLLAR
four_hours,FOUR_HOUR
four_months,FOUR_MONTH
four_weeks,FOUR_WEEK
fourteen,FOURTEEN
fourth_place,FOURTH_PLACE
fox,FOX
fraction,FRACTION
frame,FRAME
freckles,FRECKLE
free,FREE
freeze,FREEZE
freshman,FRESHMAN
freshman_2,FRESHMAN
freshman_3,FRESHMAN
freshman_4,FRESHMAN
friday,FRIDAY
friend,FRIEND
friendly,FRIENDLY
frog,FROG
from,FROM
from_now_on,FROM_NOW_ON
front,FRONT
fruit,FRUIT
frustrate,FRUSTRATE
frustrated_thwarted,FRUSTRATED_THWART
fs_beaver,B+E+A+V+E+R
fs_blouse,B+L+O+U+S+E
fs_checkers,C+H+E+C+K+E+R
fs_feather,F+E+A+T+H+E+R
fs_feet,F+E+E+T
fs_gravity,G+R+A+V+I+T+Y
fs_hall,H+A+L+L
fs_hell,H+E+L+L
fs_holy,H+O+L+Y
fs_i_phone,I+P+H+O+N+E
fs_ice_ice_skate,I+C+E_I+C+E_S+K+A+T+E
fs_jelly,J+E+L+L+Y
fs_jelly_fish,J+E+L+L+Y_F+I+S+H
fs_jewelry,J+E+W+E+L+R+Y
fs_lake,L+A+K+E
fs_mayo,M+A+Y+O
fs_mayo_icl_spread_with_knife_,M+A+Y+O_S+P+R+E+A+D_W+I+T+H_K+N+I+F+E
fs_pickle,P+I+C+K+L+E
fs_rehab,R+E+H+A+B
fs_tattoo,T+A+T+T+O+O
fs_wart,W+A+R+T
full,FULL
fun,FUN
function,FUNCTION
funeral,FUNERAL
funny,FUNNY
furniture,FURNITURE
future,FUTURE
g,G
gamble,GAMBLE
game,GAME
gang,GANG
gang___scl_c_group_go_together_,GANG_GROUP_GO_TOGETHER
garage_submarine,GARAGE_SUBMARINE
gas_gas_up,GAS_GAS_UP
gate,GATE
gay,GAY
general,GENERAL
generation,GENERATION
generations_ago,GENERATIONS_AGO
geometry,GEOMETRY
get,GET
get_bigger,GET_BIGGER
get_close,GET_CLOSE
get_in,GET_IN
get_on,GET_ON
get_out,GET_OUT
get_rid_of,GET_RID_OF
get_ticket,GET_TICKET
get_up,GET_UP
ghost,GHOST
gift,GIFT
giggle,GIGGLE
giraffe,GIRAFFE
girl,GIRL
girl_baby_2,GIRL_BABY
girl_correct,GIRL_CORRECT
girl_correct_law,GIRL_CORRECT_LAW
girl_friend,GIRL_FRIEND
girl_marry,GIRL_MARRY
girl_scout,GIRL_SCOUT
give,GIVE
give_up,GIVE_UP
glasses,GLASS
glasses_2,GLASS
globe,GLOBE
glory,GLORY
gloves,GLOVE
gloves_2,GLOVE
glue,GLUE
go,GO
go_away,GO_AWAY
go_by_boat,GO_BY_BOAT
go_out,GO_OUT
go_to_it,GO_TO_IT
goal,GOAL
goat,GOAT
god,GOD
gold_ns_california,GOLD_CALIFORNIA
gold_ns_california_yellow,GOLD_CALIFORNIA_YELLOW
golf,GOLF
gone,GONE
good_enough,GOOD_ENOUGH
good_lucky,GOOD_LUCKY
good_morning,GOOD_MORNING
good_night,GOOD_NIGHT
goosebumps,GOOSEBUMP
gorilla,GORILLA
gossip,GOSSIP
government,GOVERNMENT
government_agent,GOVERNMENT_AGENT
grab,GRAB
grab_chance,GRAB_CHANCE
grad,GRAD
gradual_decline_a_lot,GRADUAL_DECLINE_A_LOT
gradual_improve,GRADUAL_IMPROVE
graduate,GRADUATE
grammar,GRAMMAR
grandfather,GRANDFATHER
grandmother,GRANDMOTHER
grapes,GRAPE
grass,GRASS
gray,GRAY
great,GREAT
greedy,GREEDY
green,GREEN
grief,GRIEF
grip,GRIP
grouchy,GROUCHY
ground,GROUND
ground_area_2,GROUND_AREA
group,GROUP
group_together,GROUP_TOGETHER
grow,GROW
grow__collect,GROW_COLLECT
grow_up,GROW_UP
guilty,GUILTY
guitar,GUITAR
gum,GUM
gun,GUN
gym,GYM
