actual_gloss,normalized_gloss
steal,STEAL
stop,STOP
stupid,STUPID
summon,SUMMON
sunrise,SUNRISE
swallow,SWALLOW
television,TELEVISION
to,TO
together,TOGETHER
translate,TRANSLATE
triangle,TRIANGLE
turtle,TURTLE
underwear,UNDERWEAR
up,UP
upset,UPSET
violin,VIOLIN
volunteer,VOLUNTEER
warm,WARM
warn,WARN
wash,WASH
wine,WINE
witness,WITNESS
wood,WOOD
zero,ZERO
across,ACROSS
actor,ACTOR
agree,AGREE
alarm,ALARM
allergy,ALLERGY
almost,ALMOST
announce,ANNOUNCE
apartment,APARTMENT
attention,ATTENTION
audience,AUDIENCE
august,AUGUST
autumn,AUTUMN
away,AWAY
beautiful,BEAUTIFUL
become,BECOME
below,BELOW
best,BEST
bet,BET
bicycle,BICYCLE
biology,BIOLOGY
boyfriend,BOYFRIEND
break,BREAK
bridge,BRIDGE
brush,BRUSH
building,BUILDING
busy,BUSY
camera,CAMERA
camp,CAMP
caption,CAPTION
care,CARE
carry,CARRY
celebrate,CELEBRATE
certificate,CERTIFICATE
chain,CHAIN
chance,CHANCE
character,CHARACTER
chase,CHASE
classroom,CLASSROOM
clear,CLEAR
climb,CLIMB
command,COMMAND
community,COMMUNITY
complain,COMPLAIN
compromise,COMPROMISE
contribute,CONTRIBUTE
cop,COP
cost,COST
couch,COUCH
cracker,CRACKER
curious,CURIOUS
curriculum,CURRICULUM
dad,FATHER
deny,DENY
describe,DESCRIBE
diaper,DIAPER
diarrhea,DIARRHEA
disagree,DISAGREE
dissolve,DISSOLVE
divide,DIVIDE
dolphin,DOLPHIN
double,DOUBLE
doubt,DOUBT
dumb,DUMB
earth,EARTH
earthquake,EARTHQUAKE
eight,EIGHT
embarrass,EMBARRASS
emotion,EMOTION
encourage,ENCOURAGE
energy,ENERGY
enough,ENOUGH
evaluate,EVALUATE
evidence,EVIDENCE
exact,EXACT
exaggerate,EXAGGERATE
expect,EXPECT
fancy,FANCY
favorite,FAVORITE
finally,FINALLY
fox,FOX
french,FRENCH
fruit,FRUIT
function,FUNCTION
gather,GATHER
germany,GERMANY
gloves,GLOVES
goat,GOAT
goodbye,GOODBYE
grow,GROW
gum,GUM
half,HALF
hawaii,HAWAII
herself,HERSELF
highway,HIGHWAY
homework,HOMEWORK
honor,HONOR
ice cream,ICE_CREAM
if,IF
increase,INCREASE
india,INDIA
information,INFORMATION
interpret,INTERPRET
interview,INTERVIEW
invite,INVITE
israel,ISRAEL
jesus,JESUS
keep,KEEP
keyboard,KEYBOARD
land,LAND
lawyer,LAWYER
lead,LEAD
lesbian,LESBIAN
line,LINE
lock,LOCK
loud,LOUD
lousy,LOUSY
lunch,LUNCH
machine,MACHINE
mad,MAD
memorize,MEMORIZE
minus,MINUS
monday,MONDAY
mountain,MOUNTAIN
mouth,MOUTH
mushroom,MUSHROOM
napkin,NAPKIN
neck,NECK
next,NEXT
ocean,OCEAN
open,OPEN
overwhelm,OVERWHELM
owe,OWE
page,PAGE
pain,PAIN
parade,PARADE
parents,PARENTS
perfect,PERFECT
period,PERIOD
philosophy,PHILOSOPHY
photographer,PHOTOGRAPHER
place,PLACE
policy,POLICY
popular,POPULAR
pray,PRAY
predict,PREDICT
presentation,PRESENTATION
print,PRINT
printer,PRINTER
private,PRIVATE
procrastinate,PROCRASTINATE
project,PROJECT
protect,PROTECT
prove,PROVE
provide,PROVIDE
psychology,PSYCHOLOGY
punish,PUNISH
puzzled,PUZZLED
question,QUESTION
quick,QUICK
rainbow,RAINBOW
rake,RAKE
rehearse,REHEARSE
remove,REMOVE
revenge,REVENGE
review,REVIEW
rich,RICH
roof,ROOF
rooster,ROOSTER
rude,RUDE
say,SAY
scientist,SCIENTIST
scotland,SCOTLAND
screwdriver,SCREWDRIVER
second,SECOND
senate,SENATE
separate,SEPARATE
service,SERVICE
shrimp,SHRIMP
shy,SHY
side,SIDE
situation,SITUATION
slave,SLAVE
soccer,SOCCER
socks,SOCKS
solid,SOLID
sometimes,SOMETIMES
spider,SPIDER
spin,SPIN
square,SQUARE
stairs,STAIRS
stare,STARE
start,START
store,STORE
straw,STRAW
structure,STRUCTURE
suggest,SUGGEST
sun,SUN
support,SUPPORT
suppose,SUPPOSE
sure,SURE
surprise,SURPRISE
sweater,SWEATER
swim,SWIM
symbol,SYMBOL
taste,TASTE
team,TEAM
telephone,TELEPHONE
tennis,TENNIS
their,THEIR
then,THEN
thermometer,THERMOMETER
thing,THING
third,THIRD
thousand,THOUSAND
three,THREE
tie,TIE
topic,TOPIC
touch,TOUCH
tournament,TOURNAMENT
try,TRY
two,TWO
type,TYPE
umbrella,UMBRELLA
vegetable,VEGETABLE
vocabulary,VOCABULARY
waste,WASTE
we,WE
wear,WEAR
weekly,WEEKLY
welcome,WELCOME
winter,WINTER
without,WITHOUT
wolf,WOLF
worm,WORM
wristwatch,WRISTWATCH
yourself,YOURSELF
above,ABOVE
accomplish,ACCOMPLISH
adopt,ADOPT
advantage,ADVANTAGE
alphabet,ALPHABET
anniversary,ANNIVERSARY
another,ANOTHER
appropriate,APPROPRIATE
arrogant,ARROGANT
artist,ARTIST
background,BACKGROUND
bee,BEE
behavior,BEHAVIOR
bell,BELL
birth,BIRTH
bless,BLESS
blood,BLOOD
boots,BOOTS
brave,BRAVE
breathe,BREATHE
bright,BRIGHT
bull,BULL
butterfly,BUTTERFLY
card,CARD
category,CATEGORY
catholic,CATHOLIC
cent,CENT
chemistry,CHEMISTRY
cherry,CHERRY
china,CHINA
chop,CHOP
christian,CHRISTIAN
cigarette,CIGARETTE
clever,CLEVER
clown,CLOWN
coach,COACH
coat,COAT
cochlear implant,COCHLEAR_IMPLANT
coconut,COCONUT
common,COMMON
commute,COMMUTE
control,CONTROL
count,COUNT
culture,CULTURE
daily,DAILY
defend,DEFEND
degree,DEGREE
demonstrate,DEMONSTRATE
department,DEPARTMENT
die,DIE
dig,DIG
dinner,DINNER
dinosaur,DINOSAUR
diploma,DIPLOMA
director,DIRECTOR
disconnect,DISCONNECT
discover,DISCOVER
don't want,NOT_INTERESTED
drum,DRUM
each,EACH
educate,EDUCATE
electrician,ELECTRICIAN
empty,EMPTY
england,ENGLAND
establish,ESTABLISH
excuse,EXCUSE
eyeglasses,EYEGLASSES
faculty,FACULTY
fall in love,FALL_IN_LOVE
famous,FAMOUS
farm,FARM
fence,FENCE
fix,FIX
flexible,FLEXIBLE
flirt,FLIRT
flood,FLOOD
fork,FORK
four,FOUR
fun,FUN
funeral,FUNERAL
furniture,FURNITURE
gallaudet,GALLAUDET
general,GENERAL
ghost,GHOST
give up,GIVE_UP
glass,GLASS
gorilla,GORILLA
gray,GRAY
guide,GUIDE
habit,HABIT
health,HEALTH
hearing aid,HEARING_AID
heaven,HEAVEN
heavy,HEAVY
helmet,HELMET
hide,HIDE
high school,HIGH_SCHOOL
hockey,HOCKEY
hold,HOLD
honest,HONEST
hug,HUG
hunt,HUNT
image,IMAGE
influence,INFLUENCE
interesting,INTERESTING
interpreter,INTERPRETER
iran,IRAN
italy,ITALY
jewish,JEWISH
judge,JUDGE
key,KEY
label,LABEL
leaf,LEAF
left,LEFT
lend,LEND
less,LESS
linguistics,LINGUISTICS
lonely,LONELY
long,LONG
magic,MAGIC
mainstream,MAINSTREAM
major,MAJOR
manager,MANAGER
maximum,MAXIMUM
me,ME
mexico,MEXICO
middle,MIDDLE
mind,MIND
misunderstand,MISUNDERSTAND
monster,MONSTER
multiply,MULTIPLY
myself,MYSELF
nothing,NOTHING
october,OCTOBER
odd,ODD
offer,OFFER
on,ON
only,ONLY
opposite,OPPOSITE
out,OUT
overlook,OVERLOOK
path,PATH
percent,PERCENT
physics,PHYSICS
piano,PIANO
pick,PICK
pie,PIE
plate,PLATE
pocket,POCKET
popcorn,POPCORN
positive,POSITIVE
pregnant,PREGNANT
prevent,PREVENT
proof,PROOF
pumpkin,PUMPKIN
purpose,PURPOSE
race,RACE
realize,REALIZE
recognize,RECOGNIZE
refuse,REFUSE
relationship,RELATIONSHIP
repeat,REPEAT
replace,REPLACE
report,REPORT
represent,REPRESENT
request,REQUEST
responsibility,RESPONSIBILITY
result,RESULT
reveal,REVEAL
ring,RING
rob,ROB
rock,ROCK
role,ROLE
rope,ROPE
rush,RUSH
salute,SALUTE
satisfy,SATISFY
search,SEARCH
selfish,SELFISH
sensitive,SENSITIVE
serve,SERVE
seven,SEVEN
shampoo,SHAMPOO
she,SHE
shelf,SHELF
shopping,SHOPPING
sign language,SIGN_LANGUAGE
similar,SIMILAR
sing,SING
six,SIX
skeleton,SKELETON
sketch,SKETCH
skill,SKILL
sleepy,SLEEPY
slip,SLIP
smell,SMELL
sneeze,SNEEZE
snob,SNOB
specific,SPECIFIC
stamp,STAMP
steel,STEEL
strawberry,STRAWBERRY
subtract,SUBTRACT
subway,SUBWAY
suffer,SUFFER
surface,SURFACE
sweep,SWEEP
swing,SWING
switzerland,SWITZERLAND
tale,TALE
tan,TAN
teeth,TEETH
terrible,TERRIBLE
thankful,THANKFUL
they,THEY
through,THROUGH
tiptoe,TIPTOE
title,TITLE
tooth,TOOTH
toothbrush,TOOTHBRUSH
total,TOTAL
tough,TOUGH
tradition,TRADITION
trophy,TROPHY
trouble,TROUBLE
true,TRUE
trust,TRUST
under,UNDER
verb,VERB
wall,WALL
watermelon,WATERMELON
way,WAY
weird,WEIRD
while,WHILE
wide,WIDE
willing,WILLING
wish,WISH
wonderful,WONDERFUL
workshop,WORKSHOP
worse,WORSE
wrench,WRENCH
a,A
a lot,A_LOT
abdomen,ABDOMEN
able,ABLE
accountant,ACCOUNTANT
action,ACTION
active,ACTIVE
activity,ACTIVITY
address,ADDRESS
affect,AFFECT
afraid,AFRAID
against,AGAINST
agenda,AGENDA
ahead,AHEAD
aim,AIM
alcohol,ALCOHOL
algebra,ALGEBRA
all day,ALL_DAY
amazing,AMAZING
angle,ANGLE
apart,APART
apostrophe,APOSTROPHE
appetite,APPETITE
appreciate,APPRECIATE
april,APRIL
archery,ARCHERY
around,AROUND
article,ARTICLE
assistant,ASSISTANT
attend,ATTEND
auction,AUCTION
authority,AUTHORITY
average,AVERAGE
awake,AWAKE
b,B
babysitter,BABYSITTER
battle,BATTLE
beginning,BEGINNING
belief,BELIEF
bible,BIBLE
bike,BIKE
blend,BLEND
bone,BONE
bra,BRA
brief,BRIEF
broke,BROKE
bug,BUG
bully,BULLY
button,BUTTON
cabbage,CABBAGE
cabinet,CABINET
calculate,CALCULATE
calculator,CALCULATOR
calculus,CALCULUS
camping,CAMPING
canoe,CANOE
careless,CARELESS
ceiling,CEILING
cemetery,CEMETERY
chapter,CHAPTER
choir,CHOIR
circle,CIRCLE
come,COME
come here,COME_HERE
company,COMPANY
complete,COMPLETE
concept,CONCEPT
concern,CONCERN
confront,CONFRONT
confused,CONFUSED
congress,CONGRESS
connect,CONNECT
conquer,CONQUER
constitution,CONSTITUTION
contract,CONTRACT
court,COURT
crab,CRAB
cross,CROSS
cruel,CRUEL
crush,CRUSH
date,DATE
december,DECEMBER
decrease,DECREASE
deduct,DEDUCT
defeat,DEFEAT
deposit,DEPOSIT
depressed,DEPRESSED
detach,DETACH
determine,DETERMINE
diabetes,DIABETES
dime,DIME
dirt,DIRT
disgust,DISGUST
dismiss,DISMISS
dizzy,DIZZY
document,DOCUMENT
dorm,DORM
dormitory,DORMITORY
downstairs,DOWNSTAIRS
economy,ECONOMY
education,EDUCATION
effort,EFFORT
eighteen,EIGHTEEN
engage,ENGAGE
engagement,ENGAGEMENT
engineer,ENGINEER
envelope,ENVELOPE
erase,ERASE
eternity,ETERNITY
evening,EVENING
everyday,EVERYDAY
expand,EXPAND
eye,EYE
eyes,EYES
fake,FAKE
farmer,FARMER
february,FEBRUARY
federal,FEDERAL
final,FINAL
florida,FLORIDA
flute,FLUTE
forbid,FORBID
forever,FOREVER
fourth,FOURTH
free,FREE
french fries,FRENCH_FRIES
gamble,GAMBLE
gas,GAS
gasoline,PETROL
generation,GENERATION
geography,GEOGRAPHY
german,GERMAN
girlfriend,GIRLFRIEND
gold,GOLD
grandma,GRANDMOTHER
grass,GRASS
grow up,GROW_UP
gun,GUN
haircut,HAIRCUT
hard of hearing,HARD_OF_HEARING
hippopotamus,HIPPOPOTAMUS
his,HIS
honey,HONEY
hurricane,HURRICANE
identify,IDENTIFY
include,INCLUDE
infection,INFECTION
innocent,INNOCENT
insect,INSECT
instead,INSTEAD
institute,INSTITUTE
international,INTERNATIONAL
interrupt,INTERRUPT
involve,INVOLVE
jail,JAIL
january,JANUARY
joke,JOKE
june,JUNE
kangaroo,KANGAROO
karate,KARATE
kick,KICK
kneel,KNEEL
knock,KNOCK
laptop,LAPTOP
lift,LIFT
lightning,LIGHTNING
lip,LIP
lipstick,LIPSTICK
local,LOCAL
manage,MANAGE
mature,MATURE
member,MEMBER
message,MESSAGE
metal,METAL
microphone,MICROPHONE
mix,MIX
monthly,MONTHLY
motor,MOTOR
nation,NATION
network,NETWORK
nickel,NICKEL
nineteen,NINETEEN
normal,NORMAL
november,NOVEMBER
nut,NUT
octopus,OCTOPUS
once,ONCE
organize,ORGANIZE
over,OVER
owl,OWL
p,P
parachute,PARACHUTE
paragraph,PARAGRAPH
parallel,PARALLEL
pay attention,PAY_ATTENTION
peace,PEACE
peanut butter,PEANUT_BUTTER
perfume,PERFUME
personality,PERSONALITY
pet,PET
philadelphia,PHILADELPHIA
physician,PHYSICIAN
piece,PIECE
pity,PITY
plant,PLANT
plenty,PLENTY
pneumonia,PNEUMONIA
politics,POLITICS
position,POSITION
pound,POUND
pour,POUR
praise,PRAISE
preach,PREACH
preacher,PREACHER
prefer,PREFER
pressure,PRESSURE
principal,PRINCIPAL
priority,PRIORITY
professional,PROFESSIONAL
professor,PROFESSOR
promote,PROMOTE
prostitute,PROSTITUTE
proud,PROUD
quote,QUOTE
receive,RECEIVE
recent,RECENT
reduce,REDUCE
refer,REFER
referee,REFEREE
relate,RELATE
relax,RELAX
remote control,REMOTE_CONTROL
rent,RENT
reputation,REPUTATION
resign,RESIGN
responsible,RESPONSIBLE
ridiculous,RIDICULOUS
road,ROAD
robot,ROBOT
rubber,RUBBER
safe,SAFE
sauce,SAUCE
sausage,SAUSAGE
scold,SCOLD
senior,SENIOR
september,SEPTEMBER
several,SEVERAL
shame,SHAME
shave,SHAVE
shoot,SHOOT
shoulder,SHOULDER
silver,SILVER
simple,SIMPLE
siren,SIREN
size,SIZE
skate,SKATE
skin,SKIN
skunk,SKUNK
slice,SLICE
smooth,SMOOTH
snack,SNACK
snowman,SNOWMAN
society,SOCIETY
someone,SOMEONE
