SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID
General,0049,Az,Little,User_2,004
General,0049,Az,Little,User_2,005
General,0049,Az,Little,User_2,006
General,0049,Az,Little,User_2,007
General,0049,Az,Little,User_3,001
General,0049,Az,Little,User_3,002
General,0049,Az,Little,User_3,003
General,0049,Az,Little,User_4,001
General,0049,Az,Little,User_4,002
General,0049,Az,Little,User_4,003
General,0049,Az,Little,User_4,004
General,0049,Az,Little,User_4,005
General,0049,Az,Little,User_5,001
General,0049,Az,Little,User_5,002
General,0049,Az,Little,User_5,003
General,0049,Az,Little,User_5,004
General,0049,Az,Little,User_5,005
General,0049,Az,Little,User_5,006
General,0049,Az,Little,User_6,001
General,0049,Az,Little,User_6,002
General,0049,Az,Little,User_6,003
General,0049,Az,Little,User_6,004
General,0049,Az,Little,User_6,005
General,0049,Az,Little,User_6,006
General,0049,Az,Little,User_7,001
General,0049,Az,Little,User_7,002
General,0049,Az,Little,User_7,003
General,0049,Az,Little,User_7,004
General,0049,Az,Little,User_7,005
General,0050,Baba_Erkek,Father_Male,User_2,001
General,0050,Baba_Erkek,Father_Male,User_2,002
General,0050,Baba_Erkek,Father_Male,User_2,003
General,0050,Baba_Erkek,Father_Male,User_2,004
General,0050,Baba_Erkek,Father_Male,User_2,005
General,0050,Baba_Erkek,Father_Male,User_2,006
General,0050,Baba_Erkek,Father_Male,User_2,007
General,0050,Baba_Erkek,Father_Male,User_2,008
General,0050,Baba_Erkek,Father_Male,User_2,009
General,0050,Baba_Erkek,Father_Male,User_2,010
General,0050,Baba_Erkek,Father_Male,User_2,011
General,0050,Baba_Erkek,Father_Male,User_2,012
General,0050,Baba_Erkek,Father_Male,User_3,001
General,0050,Baba_Erkek,Father_Male,User_3,002
General,0050,Baba_Erkek,Father_Male,User_3,003
General,0050,Baba_Erkek,Father_Male,User_3,004
General,0050,Baba_Erkek,Father_Male,User_3,005
General,0050,Baba_Erkek,Father_Male,User_3,006
General,0050,Baba_Erkek,Father_Male,User_4,001
General,0050,Baba_Erkek,Father_Male,User_4,002
General,0050,Baba_Erkek,Father_Male,User_4,003
General,0050,Baba_Erkek,Father_Male,User_4,004
General,0050,Baba_Erkek,Father_Male,User_4,005
General,0050,Baba_Erkek,Father_Male,User_4,006
General,0050,Baba_Erkek,Father_Male,User_4,007
General,0050,Baba_Erkek,Father_Male,User_4,008
General,0050,Baba_Erkek,Father_Male,User_4,009
General,0050,Baba_Erkek,Father_Male,User_4,010
General,0050,Baba_Erkek,Father_Male,User_5,001
General,0050,Baba_Erkek,Father_Male,User_5,002
General,0050,Baba_Erkek,Father_Male,User_5,003
General,0050,Baba_Erkek,Father_Male,User_5,004
General,0050,Baba_Erkek,Father_Male,User_5,005
General,0050,Baba_Erkek,Father_Male,User_5,006
General,0050,Baba_Erkek,Father_Male,User_5,007
General,0050,Baba_Erkek,Father_Male,User_5,008
General,0050,Baba_Erkek,Father_Male,User_5,009
General,0050,Baba_Erkek,Father_Male,User_5,010
General,0050,Baba_Erkek,Father_Male,User_5,011
General,0050,Baba_Erkek,Father_Male,User_6,001
General,0050,Baba_Erkek,Father_Male,User_6,002
General,0050,Baba_Erkek,Father_Male,User_6,003
General,0050,Baba_Erkek,Father_Male,User_6,004
General,0050,Baba_Erkek,Father_Male,User_6,005
General,0050,Baba_Erkek,Father_Male,User_6,006
General,0050,Baba_Erkek,Father_Male,User_6,007
General,0050,Baba_Erkek,Father_Male,User_6,008
General,0050,Baba_Erkek,Father_Male,User_6,009
General,0050,Baba_Erkek,Father_Male,User_6,010
General,0050,Baba_Erkek,Father_Male,User_6,011
General,0050,Baba_Erkek,Father_Male,User_6,012
General,0050,Baba_Erkek,Father_Male,User_7,001
General,0050,Baba_Erkek,Father_Male,User_7,002
General,0050,Baba_Erkek,Father_Male,User_7,003
General,0050,Baba_Erkek,Father_Male,User_7,004
General,0050,Baba_Erkek,Father_Male,User_7,005
General,0050,Baba_Erkek,Father_Male,User_7,006
General,0050,Baba_Erkek,Father_Male,User_7,007
General,0050,Baba_Erkek,Father_Male,User_7,008
General,0050,Baba_Erkek,Father_Male,User_7,009
General,0050,Baba_Erkek,Father_Male,User_7,010
General,0053,Bagirmak,Yell,User_2,001
General,0053,Bagirmak,Yell,User_2,002
General,0053,Bagirmak,Yell,User_2,003
General,0053,Bagirmak,Yell,User_2,004
General,0053,Bagirmak,Yell,User_2,005
General,0053,Bagirmak,Yell,User_2,006
General,0053,Bagirmak,Yell,User_3,001
General,0053,Bagirmak,Yell,User_3,002
General,0053,Bagirmak,Yell,User_3,003
General,0053,Bagirmak,Yell,User_4,001
General,0053,Bagirmak,Yell,User_4,002
General,0053,Bagirmak,Yell,User_4,003
General,0053,Bagirmak,Yell,User_4,004
General,0053,Bagirmak,Yell,User_4,005
General,0053,Bagirmak,Yell,User_5,001
General,0053,Bagirmak,Yell,User_5,002
General,0053,Bagirmak,Yell,User_5,003
General,0053,Bagirmak,Yell,User_5,004
General,0053,Bagirmak,Yell,User_5,005
General,0053,Bagirmak,Yell,User_5,006
General,0053,Bagirmak,Yell,User_6,001
General,0053,Bagirmak,Yell,User_6,002
General,0053,Bagirmak,Yell,User_6,003
General,0053,Bagirmak,Yell,User_6,004
General,0053,Bagirmak,Yell,User_6,005
General,0053,Bagirmak,Yell,User_6,006
General,0053,Bagirmak,Yell,User_7,001
General,0053,Bagirmak,Yell,User_7,002
General,0053,Bagirmak,Yell,User_7,003
General,0053,Bagirmak,Yell,User_7,004
General,0056,Bakmak,Look,User_2,001
General,0056,Bakmak,Look,User_2,002
General,0056,Bakmak,Look,User_2,003
General,0056,Bakmak,Look,User_2,004
General,0056,Bakmak,Look,User_2,005
General,0056,Bakmak,Look,User_2,006
General,0056,Bakmak,Look,User_3,001
General,0056,Bakmak,Look,User_3,002
General,0056,Bakmak,Look,User_3,003
General,0056,Bakmak,Look,User_3,004
General,0056,Bakmak,Look,User_4,001
General,0056,Bakmak,Look,User_4,002
General,0056,Bakmak,Look,User_4,003
General,0056,Bakmak,Look,User_4,004
General,0056,Bakmak,Look,User_4,005
General,0056,Bakmak,Look,User_5,001
General,0056,Bakmak,Look,User_5,002
General,0056,Bakmak,Look,User_5,003
General,0056,Bakmak,Look,User_5,004
General,0056,Bakmak,Look,User_5,005
General,0056,Bakmak,Look,User_5,006
General,0056,Bakmak,Look,User_5,007
General,0056,Bakmak,Look,User_6,001
General,0056,Bakmak,Look,User_6,002
General,0056,Bakmak,Look,User_6,003
General,0056,Bakmak,Look,User_6,004
General,0056,Bakmak,Look,User_6,005
General,0056,Bakmak,Look,User_6,006
General,0056,Bakmak,Look,User_7,001
General,0056,Bakmak,Look,User_7,002
General,0056,Bakmak,Look,User_7,003
General,0056,Bakmak,Look,User_7,004
General,0070,Begenmek,Like,User_2,001
General,0070,Begenmek,Like,User_2,002
General,0070,Begenmek,Like,User_2,003
General,0070,Begenmek,Like,User_2,004
General,0070,Begenmek,Like,User_2,005
General,0070,Begenmek,Like,User_2,006
General,0070,Begenmek,Like,User_3,001
General,0070,Begenmek,Like,User_3,002
General,0070,Begenmek,Like,User_3,003
General,0070,Begenmek,Like,User_4,001
General,0070,Begenmek,Like,User_4,002
General,0070,Begenmek,Like,User_4,003
General,0070,Begenmek,Like,User_4,004
General,0070,Begenmek,Like,User_4,005
General,0070,Begenmek,Like,User_5,001
General,0070,Begenmek,Like,User_5,002
General,0070,Begenmek,Like,User_5,003
General,0070,Begenmek,Like,User_5,004
General,0070,Begenmek,Like,User_5,005
General,0070,Begenmek,Like,User_5,006
General,0070,Begenmek,Like,User_6,001
General,0070,Begenmek,Like,User_6,002
General,0070,Begenmek,Like,User_6,003
